id,class,min_x,min_y,max_x,max_y,counter
0,Fire,274,207,605,396,288
0,Fire,0,126,215,325,288
0,Fire,277,205,605,396,289
0,Fire,0,121,215,325,289
0,Fire,277,186,605,396,290
0,Fire,0,118,215,325,290
0,Fire,277,186,601,397,291
0,Fire,0,116,216,325,291
0,Fire,277,186,605,396,292
0,Fire,0,85,218,326,292
0,Fire,341,219,564,393,293
0,Fire,0,116,212,321,293
0,Fire,341,219,565,393,294
0,Fire,0,117,212,317,294
0,Fire,341,205,607,393,295
0,Fire,0,116,212,317,295
0,Fire,305,196,607,393,296
0,Fire,0,116,211,317,296
0,Fire,312,197,607,393,297
0,Fire,0,115,211,317,297
1,Smoke,400,424,665,595,298
0,Fire,714,216,862,385,298
0,Fire,334,163,661,405,298
0,Fire,0,134,158,306,298
1,Smoke,438,437,656,596,299
0,Fire,716,220,941,341,299
0,Fire,334,164,663,405,299
1,Smoke,403,423,656,596,300
0,Fire,717,216,962,376,300
0,Fire,333,164,661,406,300
1,Smoke,438,437,663,561,301
0,Fire,714,216,941,340,301
0,Fire,333,163,659,405,301
0,Fire,339,187,657,381,302
0,Fire,0,126,126,299,302
0,Fire,339,164,657,382,303
0,Fire,0,126,146,301,303
1,Smoke,454,460,653,553,304
0,Fire,338,165,657,381,304
0,Fire,0,119,177,365,304
1,Smoke,456,458,659,553,305
0,Fire,335,165,657,383,305
0,Fire,0,122,177,365,305
1,Smoke,452,453,659,557,306
0,Fire,336,163,659,382,306
0,Fire,0,124,177,365,306
1,Smoke,456,453,659,558,307
0,Fire,338,166,659,382,307
0,Fire,0,122,177,365,307
1,Smoke,453,453,674,557,308
0,Fire,335,163,658,382,308
0,Fire,0,118,176,366,308
1,Smoke,453,458,675,555,309
1,Smoke,712,253,885,387,309
0,Fire,338,165,658,383,309
0,Fire,404,191,655,380,310
0,Fire,0,146,141,301,310
0,Fire,404,187,655,380,311
0,Fire,0,147,144,301,311
0,Fire,404,187,655,380,312
0,Fire,0,145,150,301,312
0,Fire,404,187,655,380,313
0,Fire,0,145,151,303,313
0,Fire,404,186,655,380,314
0,Fire,0,147,175,362,314
1,Smoke,285,408,664,574,358
1,Smoke,285,408,618,574,359
1,Smoke,285,408,624,565,360
1,Smoke,285,422,624,565,361
1,Smoke,284,424,624,565,362
1,Smoke,284,401,624,565,363
1,Smoke,285,426,657,542,364
1,Smoke,269,396,673,621,365
1,Smoke,595,472,942,705,366
1,Smoke,261,394,673,617,366
1,Smoke,279,396,940,705,367
1,Smoke,279,396,954,705,368
1,Smoke,269,397,954,705,370
1,Smoke,730,476,944,719,371
1,Smoke,276,398,757,719,371
1,Smoke,730,477,942,719,372
1,Smoke,276,398,757,719,372
0,Fire,0,76,136,227,415
0,Fire,0,76,124,226,416
1,Smoke,395,482,563,595,417
0,Fire,0,0,160,310,417
0,Fire,0,76,141,228,418
0,Fire,0,75,159,300,419
0,Fire,0,75,159,300,420
1,Smoke,316,440,1023,719,421
1,Smoke,316,413,1017,719,422
1,Smoke,316,412,1023,719,423
0,Fire,725,223,1016,407,423
1,Smoke,334,560,743,719,425
1,Smoke,324,466,1015,719,426
1,Smoke,335,466,1015,719,427
1,Smoke,334,466,1014,719,428
1,Smoke,335,467,1015,719,429
1,Smoke,333,464,1014,719,430
0,Fire,0,132,162,302,430
1,Smoke,333,463,1014,719,431
0,Fire,0,132,162,302,431
1,Smoke,324,458,1014,719,432
0,Fire,0,132,163,303,432
1,Smoke,335,463,1016,719,433
0,Fire,0,129,163,303,433
1,Smoke,324,455,1015,719,434
0,Fire,0,129,164,304,434
1,Smoke,334,457,1018,719,435
1,Smoke,314,440,1001,719,436
0,Fire,0,112,138,314,436
1,Smoke,314,440,1002,719,437
0,Fire,0,0,143,314,437
1,Smoke,314,439,1003,719,438
1,Smoke,314,453,985,719,439
0,Fire,0,112,135,306,439
1,Smoke,313,453,980,719,440
0,Fire,0,112,135,307,440
1,Smoke,313,450,984,719,441
0,Fire,0,112,135,307,441
1,Smoke,313,449,984,719,442
0,Fire,0,112,135,307,442
1,Smoke,313,453,984,719,443
0,Fire,0,112,138,307,443
1,Smoke,313,453,984,719,444
0,Fire,0,101,137,307,444
1,Smoke,313,453,984,719,445
0,Fire,0,100,137,307,445
1,Smoke,313,451,983,719,446
0,Fire,0,100,137,308,446
1,Smoke,312,437,979,682,447
1,Smoke,312,444,938,656,448
0,Fire,0,100,136,304,448
1,Smoke,312,444,938,656,449
0,Fire,0,102,136,304,449
1,Smoke,312,444,938,662,450
0,Fire,0,87,137,304,450
1,Smoke,312,445,938,662,451
0,Fire,0,97,137,304,451
1,Smoke,312,442,940,662,452
0,Fire,0,86,140,304,452
1,Smoke,312,442,939,662,453
0,Fire,0,86,149,304,453
1,Smoke,312,423,939,662,454
0,Fire,0,55,149,304,454
1,Smoke,312,424,937,662,455
0,Fire,0,55,147,304,455
1,Smoke,312,424,938,662,456
0,Fire,0,45,149,304,456
1,Smoke,313,405,938,662,457
0,Fire,0,54,148,304,457
1,Smoke,313,403,939,661,458
0,Fire,0,54,147,304,458
1,Smoke,313,396,937,661,459
0,Fire,0,45,147,307,459
1,Smoke,428,457,642,562,460
1,Smoke,428,452,653,562,461
1,Smoke,305,434,653,562,462
1,Smoke,312,374,711,646,482
1,Smoke,342,498,621,679,484
1,Smoke,455,498,621,676,485
1,Smoke,263,444,627,574,496
0,Fire,0,0,517,396,496
1,Smoke,263,444,662,574,497
0,Fire,0,0,517,396,497
1,Smoke,263,444,662,574,498
0,Fire,0,0,517,396,498
1,Smoke,263,444,674,625,499
0,Fire,0,0,517,396,499
1,Smoke,263,444,662,574,500
0,Fire,0,0,515,396,500
1,Smoke,139,626,382,719,501
1,Smoke,320,438,675,554,501
0,Fire,719,258,961,425,501
0,Fire,0,0,515,396,501
1,Smoke,139,626,382,719,502
1,Smoke,320,435,675,554,502
0,Fire,718,258,961,424,502
0,Fire,0,0,517,396,502
1,Smoke,139,626,382,719,503
1,Smoke,320,435,675,554,503
0,Fire,718,258,961,424,503
0,Fire,0,0,517,396,503
1,Smoke,139,626,382,719,504
1,Smoke,320,438,675,554,504
0,Fire,0,0,510,396,504
1,Smoke,140,626,382,719,505
1,Smoke,320,438,675,554,505
0,Fire,718,258,964,424,505
0,Fire,0,0,507,396,505
1,Smoke,104,618,382,719,506
1,Smoke,320,443,568,554,506
0,Fire,804,237,964,424,506
0,Fire,0,0,506,396,506
1,Smoke,104,618,382,719,507
1,Smoke,320,443,568,554,507
0,Fire,805,244,964,424,507
0,Fire,0,0,506,396,507
1,Smoke,104,618,382,719,508
1,Smoke,320,443,568,554,508
0,Fire,819,254,964,424,508
0,Fire,0,0,506,396,508
1,Smoke,104,618,382,719,509
1,Smoke,320,436,675,554,509
0,Fire,802,244,964,424,509
0,Fire,0,0,506,396,509
1,Smoke,104,618,382,719,510
1,Smoke,320,436,675,623,510
0,Fire,802,244,964,424,510
0,Fire,0,0,510,396,510
0,Fire,0,0,153,239,614
0,Fire,0,0,152,239,615
0,Fire,0,0,152,238,616
0,Fire,0,0,321,135,676
0,Fire,57,0,258,113,677
0,Fire,0,0,204,126,681
0,Fire,0,0,202,123,682
0,Fire,0,0,197,120,683
0,Fire,0,0,194,119,684
0,Fire,0,0,180,118,685
0,Fire,0,0,172,123,686
0,Fire,0,0,223,83,699
0,Fire,49,0,205,131,705
0,Fire,0,0,205,135,706
0,Fire,0,0,251,159,708
0,Fire,0,0,243,107,709
0,Fire,44,0,239,108,710
0,Fire,47,0,236,106,711
0,Fire,44,0,242,159,712
0,Fire,42,0,242,158,713
0,Fire,42,0,236,158,714
0,Fire,43,0,243,156,715
0,Fire,62,0,246,102,720
0,Fire,59,0,250,103,721
0,Fire,58,0,254,100,722
0,Fire,58,0,258,100,723
0,Fire,59,0,256,100,724
0,Fire,0,0,256,101,725
0,Fire,0,0,116,166,727
0,Fire,0,0,251,158,728
0,Fire,0,0,265,133,729
0,Fire,619,0,903,82,733
0,Fire,629,0,906,83,735
0,Fire,627,0,908,83,736
0,Fire,687,0,931,84,739
0,Fire,685,0,937,85,740
0,Fire,691,0,942,85,741
0,Fire,692,0,943,86,742
0,Fire,699,0,946,86,743
0,Fire,701,0,950,86,744
0,Fire,701,0,952,87,745
0,Fire,703,0,954,87,746
0,Fire,0,0,255,101,747
0,Fire,0,0,295,100,748
0,Fire,742,0,979,95,750
0,Fire,746,0,978,94,751
0,Fire,746,0,978,94,752
0,Fire,746,11,981,95,753
0,Fire,747,0,981,94,754
0,Fire,0,0,264,103,760
1,Smoke,872,0,1165,102,766
1,Smoke,875,0,1164,103,767
0,Fire,0,0,248,108,767
1,Smoke,876,0,1165,101,768
0,Fire,0,0,185,100,768
1,Smoke,876,0,1164,102,769
0,Fire,0,0,195,96,769
1,Smoke,874,0,1170,104,770
0,Fire,0,0,239,107,770
1,Smoke,874,0,1200,106,771
0,Fire,0,0,241,107,771
1,Smoke,873,0,1206,106,772
1,Smoke,873,0,1207,109,773
1,Smoke,874,0,1228,113,774
1,Smoke,872,0,1279,116,775
1,Smoke,1018,0,1250,123,777
0,Fire,0,0,258,105,777
1,Smoke,891,0,1264,123,778
0,Fire,0,0,262,105,778
1,Smoke,891,0,1279,127,779
0,Fire,757,0,1279,129,780
0,Fire,759,0,1279,129,781
0,Fire,0,0,231,103,781
1,Smoke,759,15,1279,129,782
0,Fire,0,0,230,101,782
0,Fire,760,25,1279,139,783
0,Fire,762,32,1279,137,784
0,Fire,764,38,1279,144,785
0,Fire,776,70,1279,156,789
0,Fire,777,72,1279,156,790
0,Fire,752,61,1279,158,791
0,Fire,19,0,200,111,791
0,Fire,752,62,1279,163,792
0,Fire,24,0,197,111,792
0,Fire,753,61,1279,163,793
0,Fire,747,58,1279,171,794
0,Fire,18,0,210,114,794
1,Smoke,300,426,499,520,795
0,Fire,392,159,562,276,795
0,Fire,746,20,1279,219,795
0,Fire,152,107,640,518,796
0,Fire,758,24,1279,421,796
0,Fire,152,107,642,518,797
0,Fire,753,24,1279,421,797
0,Fire,768,46,1106,125,808
0,Fire,0,11,128,162,808
0,Fire,762,42,1118,125,809
0,Fire,0,0,254,238,809
0,Fire,763,34,1118,128,810
0,Fire,0,0,260,238,810
0,Fire,245,316,483,517,811
0,Fire,759,35,1123,134,811
0,Fire,0,0,283,167,811
0,Fire,245,315,498,509,812
0,Fire,763,44,1127,135,812
0,Fire,0,0,131,172,812
0,Fire,142,290,598,519,813
0,Fire,764,40,1279,192,813
0,Fire,0,0,283,171,813
0,Fire,144,313,556,513,814
0,Fire,767,45,1131,135,814
0,Fire,0,11,131,158,814
0,Fire,142,312,558,513,815
0,Fire,765,45,1137,138,815
0,Fire,0,0,290,156,815
0,Fire,141,234,559,518,816
0,Fire,765,45,1279,188,816
0,Fire,0,11,165,158,816
0,Fire,137,140,623,550,817
0,Fire,777,59,1173,142,817
0,Fire,0,0,232,130,817
0,Fire,139,155,605,560,818
0,Fire,777,60,1171,143,818
0,Fire,0,0,220,128,818
0,Fire,676,56,1178,147,819
0,Fire,0,0,244,127,819
0,Fire,138,159,606,555,820
0,Fire,775,58,1173,145,820
0,Fire,0,0,192,122,820
0,Fire,774,56,1176,146,821
0,Fire,0,0,208,127,821
0,Fire,139,158,606,540,822
0,Fire,777,58,1171,146,822
0,Fire,0,0,241,141,822
0,Fire,140,165,600,526,823
1,Smoke,851,60,1171,139,823
0,Fire,0,0,318,141,823
0,Fire,141,227,518,487,824
1,Smoke,867,59,1113,136,824
0,Fire,13,0,313,144,824
0,Fire,139,161,600,533,825
0,Fire,779,55,1181,148,825
0,Fire,11,0,318,146,825
0,Fire,0,0,209,133,829
0,Fire,67,0,432,178,830
0,Fire,73,0,358,180,831
0,Fire,72,0,434,183,832
0,Fire,54,0,438,185,833
0,Fire,56,0,437,187,834
0,Fire,57,0,438,187,835
0,Fire,59,0,509,188,836
0,Fire,85,0,299,104,840
0,Fire,61,0,361,139,841
0,Fire,62,0,388,139,842
0,Fire,260,319,406,494,843
0,Fire,60,0,397,140,843
0,Fire,60,0,250,136,844
0,Fire,260,319,406,494,845
0,Fire,0,0,405,131,845
0,Fire,260,319,405,494,846
0,Fire,701,55,1011,183,846
1,Smoke,1002,31,1218,160,846
0,Fire,12,0,255,122,846
0,Fire,260,319,406,495,847
0,Fire,702,55,1011,183,847
1,Smoke,1002,28,1279,160,847
0,Fire,61,0,253,124,847
0,Fire,253,317,457,503,848
0,Fire,700,0,1279,191,848
0,Fire,59,0,259,202,848
1,Smoke,924,0,1279,173,849
0,Fire,715,0,911,159,849
0,Fire,0,0,459,199,849
0,Fire,627,0,1279,184,850
0,Fire,0,0,396,202,850
0,Fire,0,32,126,201,851
0,Fire,625,0,1279,188,851
0,Fire,124,0,396,76,851
0,Fire,0,29,126,202,852
0,Fire,622,0,1279,200,852
0,Fire,121,0,377,78,852
0,Fire,0,35,124,197,853
0,Fire,627,0,1279,189,853
0,Fire,624,0,1279,188,854
0,Fire,624,0,1279,193,855
0,Fire,680,0,1279,191,856
0,Fire,627,0,1279,195,860
0,Fire,0,0,327,168,860
0,Fire,255,318,453,437,861
0,Fire,627,0,1279,195,861
0,Fire,0,0,327,165,861
0,Fire,254,316,473,438,862
0,Fire,483,225,614,433,862
0,Fire,580,0,1279,197,862
0,Fire,16,0,329,173,862
0,Fire,248,313,474,442,863
1,Smoke,499,220,614,392,863
0,Fire,581,0,1279,200,863
0,Fire,16,0,337,174,863
0,Fire,254,316,475,438,864
0,Fire,640,0,1279,196,864
0,Fire,252,312,474,445,865
0,Fire,638,0,1279,197,865
0,Fire,147,0,545,63,865
0,Fire,251,300,474,446,866
1,Smoke,482,193,614,433,866
0,Fire,623,0,1279,200,866
0,Fire,143,0,545,65,866
0,Fire,248,307,473,446,867
1,Smoke,482,193,614,406,867
0,Fire,583,0,1279,200,867
0,Fire,146,0,553,66,867
0,Fire,248,300,477,448,868
1,Smoke,482,193,614,406,868
0,Fire,583,0,1279,200,868
0,Fire,151,0,558,66,868
0,Fire,223,278,441,496,869
0,Fire,457,179,599,394,869
0,Fire,0,71,136,293,869
0,Fire,595,0,1279,183,869
0,Fire,863,158,980,358,870
0,Fire,126,127,621,498,870
0,Fire,559,0,1279,196,870
0,Fire,0,0,386,306,870
0,Fire,217,314,365,447,871
0,Fire,598,0,1279,184,871
0,Fire,12,0,378,200,871
0,Fire,216,313,447,452,872
0,Fire,596,0,1279,198,872
0,Fire,12,0,378,199,872
0,Fire,600,0,1158,195,873
0,Fire,56,0,253,173,873
0,Fire,146,304,448,460,874
0,Fire,597,0,1279,198,874
0,Fire,0,0,387,216,874
1,Smoke,1059,42,1279,166,875
0,Fire,602,0,1160,197,875
0,Fire,0,0,248,215,875
0,Fire,216,322,360,453,876
0,Fire,605,0,1279,197,876
0,Fire,25,0,264,196,876
0,Fire,0,52,168,311,890
0,Fire,0,51,168,312,891
0,Fire,0,54,166,211,892
0,Fire,0,51,171,215,893
0,Fire,753,0,933,113,893
0,Fire,752,0,1013,114,894
0,Fire,0,0,275,211,894
0,Fire,0,53,173,205,895
0,Fire,752,0,1013,116,895
0,Fire,11,54,170,195,896
0,Fire,753,0,1004,115,896
0,Fire,0,56,182,214,900
0,Fire,651,0,968,124,900
1,Smoke,665,0,958,66,903
1,Smoke,665,0,962,74,904
0,Fire,714,0,1075,152,912
0,Fire,714,0,1076,156,913
0,Fire,0,0,273,158,913
0,Fire,718,0,1078,156,914
0,Fire,0,0,290,214,914
0,Fire,0,0,482,361,916
0,Fire,0,0,482,361,917
1,Smoke,998,137,1232,251,922
0,Fire,0,57,119,227,922
1,Smoke,663,0,921,103,922
1,Smoke,998,133,1231,247,923
1,Smoke,660,0,933,106,923
1,Smoke,1000,137,1228,242,924
0,Fire,665,0,919,108,924
0,Fire,665,0,914,109,925
0,Fire,0,71,115,232,949
0,Fire,0,79,142,223,984
0,Fire,0,82,142,224,985
0,Fire,0,60,169,176,997
0,Fire,0,71,147,198,1017
0,Fire,0,67,152,201,1018
1,Smoke,509,0,722,200,1019
1,Smoke,497,0,722,202,1020
1,Smoke,492,0,721,205,1021
1,Smoke,485,0,721,212,1022
0,Fire,0,74,120,244,1025
0,Fire,0,83,119,244,1028
1,Smoke,432,14,690,226,1028
1,Smoke,429,0,695,231,1029
0,Fire,0,80,126,264,1030
1,Smoke,422,0,705,253,1030
0,Fire,18,79,123,266,1031
0,Fire,19,79,125,265,1032
0,Fire,21,80,123,264,1033
1,Smoke,400,0,698,248,1033
0,Fire,0,79,123,259,1035
0,Fire,269,0,450,119,1035
0,Fire,0,87,127,244,1036
0,Fire,19,82,131,277,1039
0,Fire,17,64,176,242,1040
0,Fire,308,0,450,137,1040
0,Fire,16,63,177,229,1041
0,Fire,310,0,459,138,1041
0,Fire,19,60,182,278,1042
0,Fire,305,0,453,147,1042
0,Fire,17,58,187,280,1043
0,Fire,244,0,454,149,1043
0,Fire,0,58,187,283,1044
0,Fire,257,0,452,149,1044
0,Fire,37,82,137,274,1045
0,Fire,287,0,418,160,1045
0,Fire,0,86,134,269,1046
0,Fire,268,19,398,162,1046
0,Fire,0,85,136,261,1047
0,Fire,258,17,397,161,1047
0,Fire,38,81,141,264,1048
0,Fire,262,17,397,163,1048
0,Fire,37,77,146,253,1049
0,Fire,252,16,398,168,1049
0,Fire,34,76,150,291,1050
0,Fire,235,11,399,170,1050
0,Fire,235,12,398,170,1051
0,Fire,235,16,400,172,1052
0,Fire,239,15,397,170,1053
0,Fire,237,0,401,167,1054
0,Fire,20,92,117,290,1055
0,Fire,0,94,129,297,1059
0,Fire,63,54,174,290,1060
0,Fire,170,0,458,100,1060
0,Fire,0,93,139,285,1061
0,Fire,187,0,456,103,1061
0,Fire,12,97,134,292,1062
0,Fire,129,55,308,161,1062
0,Fire,187,0,459,107,1062
0,Fire,0,87,123,286,1063
0,Fire,235,0,469,113,1063
0,Fire,0,93,124,287,1064
0,Fire,260,0,461,105,1064
0,Fire,0,95,122,301,1065
0,Fire,0,90,124,292,1066
0,Fire,0,87,124,285,1067
0,Fire,0,96,125,306,1068
0,Fire,0,97,125,305,1069
0,Fire,0,99,126,309,1070
0,Fire,0,98,125,318,1071
0,Fire,46,96,199,226,1075
0,Fire,47,94,211,308,1076
0,Fire,52,94,220,304,1077
0,Fire,0,84,211,307,1078
0,Fire,0,80,208,310,1079
0,Fire,54,99,208,310,1080
0,Fire,0,77,203,309,1081
0,Fire,55,125,193,284,1082
1,Smoke,717,531,904,719,1115
1,Smoke,733,40,972,118,1134
0,Fire,44,97,216,343,1150
0,Fire,42,132,141,339,1151
0,Fire,40,140,142,342,1152
0,Fire,257,0,1085,195,1152
0,Fire,40,139,142,342,1153
0,Fire,257,0,1085,195,1153
0,Fire,32,125,145,340,1154
0,Fire,140,0,1085,205,1154
0,Fire,34,119,130,336,1157
0,Fire,28,0,410,346,1158
0,Fire,28,0,410,346,1159
0,Fire,29,0,427,345,1160
0,Fire,55,0,428,345,1161
0,Fire,43,0,432,345,1162
0,Fire,36,0,445,344,1163
0,Fire,43,41,338,343,1164
0,Fire,248,0,445,102,1164
0,Fire,43,40,337,343,1165
0,Fire,248,0,446,102,1165
0,Fire,342,148,437,377,1166
0,Fire,0,129,202,388,1166
0,Fire,41,133,197,355,1167
0,Fire,120,0,902,186,1167
0,Fire,44,0,391,350,1168
0,Fire,122,0,385,113,1169
0,Fire,164,0,382,85,1171
0,Fire,164,0,384,92,1172
0,Fire,142,0,388,94,1173
0,Fire,138,0,624,98,1174
0,Fire,58,96,189,338,1179
0,Fire,74,106,199,344,1183
0,Fire,162,0,444,86,1183
0,Fire,29,125,213,348,1189
0,Fire,31,134,126,341,1190
0,Fire,55,100,210,307,1194
0,Fire,168,0,403,80,1194
0,Fire,54,94,209,283,1195
0,Fire,58,0,486,349,1207
0,Fire,65,0,474,347,1208
0,Fire,74,0,538,352,1209
0,Fire,58,0,537,350,1210
0,Fire,39,0,538,349,1211
0,Fire,33,0,538,278,1212
0,Fire,55,0,539,348,1213
0,Fire,57,0,540,348,1214
0,Fire,77,0,538,348,1215
0,Fire,91,0,538,267,1216
0,Fire,56,56,159,328,1217
0,Fire,57,50,163,326,1218
0,Fire,65,47,166,315,1220
0,Fire,187,0,496,88,1220
0,Fire,77,49,167,323,1221
0,Fire,113,0,499,105,1222
0,Fire,117,0,501,104,1223
0,Fire,95,0,354,185,1224
0,Fire,135,0,378,92,1243
0,Fire,136,0,374,95,1244
0,Fire,19,15,321,312,1255
0,Fire,22,116,133,283,1257
0,Fire,98,0,244,142,1265
0,Fire,131,0,390,83,1266
0,Fire,110,0,396,98,1268
0,Fire,76,0,319,232,1274
0,Fire,55,0,302,301,1275
0,Fire,73,0,374,227,1276
0,Fire,74,0,392,233,1277
0,Fire,74,0,392,233,1278
0,Fire,75,0,296,210,1279
0,Fire,57,0,298,318,1280
0,Fire,57,0,296,320,1281
0,Fire,57,0,295,320,1282
0,Fire,76,0,294,236,1283
0,Fire,77,0,344,145,1284
0,Fire,55,54,158,282,1286
0,Fire,55,53,167,314,1287
0,Fire,56,53,166,314,1288
0,Fire,53,51,182,264,1289
0,Fire,41,0,319,267,1290
0,Fire,76,0,323,223,1291
0,Fire,54,0,329,306,1292
