id,class,min_x,min_y,max_x,max_y,counter
0,Fire,1099,423,1279,579,161
0,Fire,1001,241,1279,384,161
0,Fire,338,189,910,554,161
0,Fire,1064,0,1279,118,161
0,Fire,1099,420,1279,576,162
0,Fire,996,240,1279,385,162
0,Fire,340,179,923,551,162
0,Fire,1065,0,1279,117,162
0,Fire,1099,423,1279,579,163
0,Fire,992,240,1279,387,163
0,Fire,341,170,927,544,163
0,Fire,1065,0,1279,116,163
0,Fire,1098,424,1279,580,164
0,Fire,991,239,1279,389,164
0,Fire,341,167,931,547,164
0,Fire,1064,0,1279,116,164
0,Fire,524,461,803,605,165
0,Fire,633,299,921,441,165
0,Fire,1103,291,1279,665,165
0,Fire,682,157,943,316,165
0,Fire,705,507,964,603,166
0,Fire,1100,426,1279,666,166
0,Fire,618,331,746,558,166
0,Fire,1097,292,1279,404,166
0,Fire,679,147,972,379,166
0,Fire,1050,49,1279,142,166
0,Fire,1091,426,1279,666,167
0,Fire,657,400,976,602,167
0,Fire,1097,293,1279,404,167
0,Fire,683,138,981,421,167
0,Fire,682,460,988,602,168
0,Fire,1089,457,1279,672,168
0,Fire,1026,284,1279,405,168
0,Fire,744,138,982,323,168
0,Fire,680,473,997,600,169
0,Fire,1024,289,1279,681,169
0,Fire,693,135,984,311,169
0,Fire,679,463,1058,602,170
0,Fire,390,457,559,573,170
0,Fire,1089,455,1279,684,170
0,Fire,1022,262,1279,448,170
0,Fire,695,131,985,358,170
0,Fire,482,465,1060,603,171
0,Fire,391,458,558,572,171
0,Fire,1090,455,1279,685,171
0,Fire,1024,262,1279,433,171
0,Fire,695,74,1279,352,171
0,Fire,1091,455,1279,686,172
0,Fire,486,446,1061,602,172
0,Fire,374,383,557,544,172
0,Fire,560,364,818,470,172
0,Fire,1025,262,1279,432,172
0,Fire,682,120,995,338,172
0,Fire,1090,455,1279,687,173
0,Fire,388,444,1060,602,173
0,Fire,558,361,761,474,173
0,Fire,1023,262,1279,431,173
0,Fire,681,74,1279,338,173
0,Fire,1087,455,1279,692,174
0,Fire,350,359,1056,602,174
0,Fire,1021,262,1279,366,174
0,Fire,696,74,1279,338,174
0,Fire,298,356,516,583,175
0,Fire,609,288,805,605,175
0,Fire,737,93,983,424,175
0,Fire,297,356,509,579,176
0,Fire,648,320,806,603,176
0,Fire,735,93,916,424,176
0,Fire,289,353,504,576,177
0,Fire,646,321,803,606,177
0,Fire,735,173,978,440,177
0,Fire,277,348,515,513,178
0,Fire,633,48,975,606,178
0,Fire,1101,498,1279,707,179
0,Fire,272,351,512,510,179
0,Fire,659,139,965,606,179
1,Smoke,635,37,897,137,179
0,Fire,1100,495,1279,719,180
0,Fire,271,389,507,513,180
0,Fire,680,127,976,559,180
0,Fire,1099,492,1279,719,181
0,Fire,358,383,505,516,181
0,Fire,670,106,992,559,181
0,Fire,1098,471,1279,719,182
0,Fire,1096,316,1279,443,182
0,Fire,669,107,1000,503,182
0,Fire,1093,470,1279,719,183
0,Fire,1066,298,1279,444,183
0,Fire,740,110,1015,501,183
0,Fire,1024,492,1279,719,184
0,Fire,737,379,903,563,184
0,Fire,1066,295,1279,446,184
0,Fire,780,106,1024,368,184
0,Fire,639,83,928,474,185
0,Fire,643,109,935,490,186
0,Fire,1107,521,1279,637,187
0,Fire,618,66,948,492,187
0,Fire,1106,521,1279,636,188
0,Fire,611,59,947,491,188
0,Fire,1102,521,1279,638,189
0,Fire,603,20,945,492,189
0,Fire,1096,518,1279,698,190
0,Fire,597,21,945,546,190
0,Fire,1095,518,1279,698,191
0,Fire,595,20,945,545,191
0,Fire,1095,519,1279,697,192
0,Fire,591,20,944,544,192
0,Fire,1091,518,1279,674,193
0,Fire,1066,317,1279,463,193
0,Fire,587,21,944,544,193
0,Fire,1091,517,1279,665,194
0,Fire,1066,317,1279,464,194
0,Fire,700,231,943,544,194
0,Fire,584,22,891,534,194
0,Fire,1116,537,1279,719,195
0,Fire,573,182,864,578,195
0,Fire,575,223,862,571,196
0,Fire,1105,539,1279,719,197
0,Fire,571,219,851,575,197
0,Fire,1101,539,1279,719,198
0,Fire,553,218,831,581,198
0,Fire,1100,539,1279,719,199
0,Fire,543,220,861,582,199
0,Fire,1097,539,1279,719,200
0,Fire,531,220,838,583,200
0,Fire,1097,539,1279,658,201
0,Fire,521,299,630,491,201
0,Fire,644,222,840,475,201
0,Fire,1097,538,1279,658,202
0,Fire,495,290,625,493,202
0,Fire,1082,538,1279,657,203
0,Fire,493,284,625,493,203
0,Fire,617,225,839,592,203
0,Fire,1082,538,1279,657,204
0,Fire,495,281,630,494,204
0,Fire,616,225,840,597,204
0,Fire,489,291,705,479,205
0,Fire,484,276,740,600,206
0,Fire,487,268,734,588,207
0,Fire,483,262,731,587,208
0,Fire,478,201,761,586,209
0,Fire,475,185,762,585,210
0,Fire,1120,561,1279,719,211
0,Fire,1063,352,1279,484,211
0,Fire,463,186,764,598,211
0,Fire,1119,561,1279,719,212
0,Fire,1063,352,1279,487,212
0,Fire,457,181,765,600,212
0,Fire,1120,561,1279,719,213
0,Fire,1064,353,1279,488,213
0,Fire,447,263,772,601,213
0,Fire,1118,560,1279,719,214
0,Fire,1064,353,1279,490,214
0,Fire,493,265,778,601,214
0,Fire,415,385,752,600,215
0,Fire,399,389,765,600,216
0,Fire,398,388,791,603,217
0,Fire,395,387,810,605,218
0,Fire,363,387,867,669,219
0,Fire,362,388,940,671,220
0,Fire,939,14,1279,116,220
0,Fire,925,14,1279,116,221
0,Fire,363,388,937,605,222
0,Fire,981,16,1243,90,222
0,Fire,356,389,936,619,223
0,Fire,353,390,800,559,224
0,Fire,489,410,834,672,225
0,Fire,484,413,836,674,226
0,Fire,940,0,1279,102,226
0,Fire,410,393,922,688,227
0,Fire,393,391,920,687,228
0,Fire,1041,0,1279,102,228
0,Fire,375,392,847,650,229
0,Fire,373,391,846,651,230
0,Fire,1103,558,1279,678,231
0,Fire,368,384,915,647,231
0,Fire,1090,376,1279,499,231
0,Fire,1098,556,1279,719,232
0,Fire,516,415,742,541,232
0,Fire,1060,356,1279,498,232
0,Fire,1096,556,1279,719,233
0,Fire,522,417,741,542,233
0,Fire,1059,357,1279,496,233
0,Fire,1096,556,1279,719,234
0,Fire,565,416,841,626,234
0,Fire,1059,355,1279,496,234
0,Fire,1098,556,1279,719,235
0,Fire,567,414,841,626,235
0,Fire,1060,355,1279,495,235
0,Fire,458,393,773,601,236
0,Fire,448,389,760,603,237
0,Fire,1101,558,1279,719,238
0,Fire,726,504,838,673,238
0,Fire,432,381,770,620,238
0,Fire,1062,358,1279,484,238
0,Fire,1104,558,1279,719,239
0,Fire,482,381,768,618,239
0,Fire,1062,356,1279,485,239
0,Fire,1027,0,1279,89,239
0,Fire,1102,557,1279,719,240
0,Fire,479,379,837,670,240
0,Fire,1061,352,1279,485,240
0,Fire,1102,557,1279,719,241
0,Fire,595,421,838,674,241
0,Fire,481,384,693,521,241
0,Fire,1060,354,1279,487,241
0,Fire,948,0,1279,109,241
0,Fire,1100,557,1279,719,242
0,Fire,594,421,839,674,242
0,Fire,483,383,687,524,242
0,Fire,1059,353,1279,487,242
0,Fire,945,0,1279,111,242
0,Fire,1098,557,1279,719,243
0,Fire,479,383,838,678,243
0,Fire,1059,354,1279,488,243
1,Smoke,799,329,945,476,243
0,Fire,945,0,1279,114,243
0,Fire,1096,557,1279,719,244
0,Fire,595,550,839,677,244
0,Fire,479,382,821,574,244
0,Fire,1059,354,1279,488,244
1,Smoke,799,328,945,475,244
0,Fire,1093,554,1279,703,245
0,Fire,437,386,842,678,245
0,Fire,1087,375,1279,503,245
0,Fire,1096,556,1279,700,246
0,Fire,1091,375,1279,503,246
0,Fire,433,346,876,648,246
0,Fire,487,335,934,647,248
0,Fire,1073,355,1279,485,249
0,Fire,487,326,961,656,249
0,Fire,485,321,937,647,250
0,Fire,497,366,814,645,251
0,Fire,534,369,813,644,252
0,Fire,525,404,804,646,253
0,Fire,527,398,807,605,254
1,Smoke,693,57,860,189,254
0,Fire,1059,542,1279,703,255
0,Fire,548,380,839,695,255
0,Fire,1056,362,1279,497,255
1,Smoke,718,292,924,438,255
0,Fire,1028,0,1279,200,255
0,Fire,1097,557,1279,719,256
0,Fire,597,398,836,657,256
0,Fire,1059,362,1279,498,256
0,Fire,1051,0,1279,103,256
0,Fire,1101,557,1279,668,257
0,Fire,602,397,822,594,257
0,Fire,1090,375,1279,495,257
0,Fire,1074,0,1279,104,257
0,Fire,1099,557,1279,670,258
0,Fire,544,398,838,658,258
0,Fire,1091,375,1279,496,258
0,Fire,1102,558,1279,719,259
0,Fire,546,396,838,659,259
0,Fire,1091,375,1279,494,259
0,Fire,607,382,788,620,260
1,Smoke,718,282,848,427,260
1,Smoke,1078,288,1279,719,261
1,Smoke,1078,293,1279,719,262
1,Smoke,1078,302,1279,719,263
1,Smoke,1078,303,1279,719,264
